SOURCE_ORDER,CANONICAL_ID,INTERNAL_DISAMBIGUATED_ID,SCREEN_LABEL,DOMAIN,OWNER_AGGREGATE,PRIMARY_ROLE,SECONDARY_ROLE,PARENT_OWNER,PARENT_SCREEN_ID,PARENT_SCREEN_LABEL,RELATION_TYPE,ROUTE_REQUIREMENT,CURRENT_REACT_SOURCE,CURRENT_PREVIEW_ROUTE,CURRENT_PRODUCT_ROUTE,PREVIEW_PRODUCT_RELATION,INTEGRATION_ACTION,FINAL_INTEGRATION_TARGET,TARGET_PATH_CONFIDENCE,RESPONSIVE_FAMILY,SHARED_DISPOSITION,API_DOMAIN,API_READINESS_REFERENCE,PM_DECISION_REQUIRED,EVIDENCE,NOTES,W7_2_PORT_READY
49,2o,2o-point-policy,포인트 정책 편집,ADMIN_POINT,ADMIN_DASHBOARD,NESTED_ROUTE,,ADMIN_DASHBOARD,1e,관리자 포인트 관리,CHILD_OF,EXISTING_NESTED_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,MERGE_CANONICAL_INTO_EXISTING_VIEW,frontend/src/pages/AdminDashboard/views/PointView/,EXACT_PATH_CONFIRMED,DESKTOP_PRIMARY,KEEP_PAGE_LOCAL,MARKPOINT,API_READY,NO,PointView existing owner,,YES
50,2p,2p-invite-list,초대 목록,FAMILY_MEMBERSHIP,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,1q,가족 구성원 관리,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/features/family-members/,TARGET_DIRECTORY_CANDIDATE,DESKTOP_PRIMARY,KEEP_PAGE_LOCAL,FAMILY,API_READY,NO,Membership list,,YES
51,2q,2q-family-rules-info,가족 규칙 안내,ADMIN_FAMILY,FAMILY_CONTEXT,PAGE_VIEW,,FAMILY_CONTEXT,1v,가족 규칙 설정,CHILD_OF,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,MERGE_CANONICAL_INTO_EXISTING_VIEW,frontend/src/features/family-rules/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_PARTIAL,NO,Read view of rule policy,,YES
52,2r,2r-activity-log,가족 활동 로그,ADMIN_FAMILY,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,1q,가족 구성원 관리,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/features/family-members/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_PARTIAL,NO,Family audit/history,,YES
53,2s,2s-first-pin-setup,PIN 최초 설정,ACCOUNT_AUTH,AUTH_FLOW,STATE_VARIANT,,AUTH_FLOW,1r,온보딩,CHILD_OF,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,IMPLEMENT_AS_STATE_VARIANT,frontend/src/features/family-onboarding/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,ACCOUNT_AUTH,API_READY,NO,Onboarding security step,,YES
54,2t,2t-admin-announcement,관리자 알림 발송,ADMIN_NOTIFICATION,ADMIN_DASHBOARD,MODAL_DIALOG,,ADMIN_DASHBOARD,NONE,NONE,OPENS,EXISTING_NESTED_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,MERGE_CANONICAL_INTO_EXISTING_VIEW,frontend/src/pages/AdminDashboard/views/NotificationView/,EXACT_PATH_CONFIRMED,DESKTOP_PRIMARY,KEEP_PAGE_LOCAL,FAMILY,API_PARTIAL,NO,Admin notification route exists,,YES
55,2u,2u-schedule-detail,일정 상세,SCHEDULE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,1g,가족 일정,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/features/family-schedule/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_MISSING,NO,Event entity detail,,YES
56,2v,2v-album-upload,앨범 업로드 진행,ALBUM_PHOTO,FAMILY_CONTEXT,STATE_VARIANT,,FAMILY_CONTEXT,1h,앨범,DEPENDENT_ON,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,IMPLEMENT_AS_STATE_VARIANT,frontend/src/features/family-album/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_MISSING,NO,Upload progress is transient,,YES
57,2w,2w-family-invite-accept,가족 초대 수락,FAMILY_MEMBERSHIP,FAMILY_CONTEXT,ROUTE_PAGE,,FAMILY_CONTEXT,NONE,NONE,ROOT_OF,NEW_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_ROUTE_SCREEN,frontend/src/features/family-onboarding/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,FAMILY,API_READY,YES,Invite acceptance needs entry/token policy,,YES
58,2x,2x-mission-stats,미션 통계 대시보드,ADMIN_MISSION,ADMIN_DASHBOARD,NESTED_ROUTE,,ADMIN_DASHBOARD,2i,부모 대시보드,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/AdminDashboard/views/DashboardView/,TARGET_OWNER_CONFIRMED,DESKTOP_PRIMARY,KEEP_PAGE_LOCAL,MARKPOINT,API_PARTIAL,NO,Stats destination,,YES
59,2y,2y-album-sharing,앨범 공유설정,ALBUM_PHOTO,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,1h,앨범,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/features/family-album/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,FAMILY,API_MISSING,NO,Album policy child,,YES
60,2z,2z-profile-edit,프로필 편집,PROFILE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,1f,나 프로필,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,SHARED_CANDIDATE_AFTER_WIRING,ACCOUNT_AUTH,API_PARTIAL,YES,Profile parent route policy,,YES
61,3a,3a-calendar-share,가족 캘린더 공유,SCHEDULE,FAMILY_CONTEXT,MODAL_DIALOG,,FAMILY_CONTEXT,1g,가족 일정,OPENS,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_MODAL_OR_DIALOG,frontend/src/features/family-schedule/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_MISSING,NO,Share action,,YES
62,3b,3b-mission-stats-filter,미션 통계 필터,ADMIN_MISSION,ADMIN_DASHBOARD,MODAL_DIALOG,,ADMIN_DASHBOARD,2x,미션 통계 대시보드,OPENS,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_MODAL_OR_DIALOG,frontend/src/pages/AdminDashboard/views/DashboardView/,TARGET_OWNER_CONFIRMED,DESKTOP_PRIMARY,KEEP_PAGE_LOCAL,MARKPOINT,API_PARTIAL,NO,Stats filter,,YES
63,3c,3c-family-board,가족 게시판,CONVERSATION_WAGLE,WAGLE,ROUTE_PAGE,,WAGLE,NONE,NONE,ROOT_OF,NEW_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_ROUTE_SCREEN,frontend/src/platform/wagle/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,WAGLE,API_MISSING,YES,Board service/domain policy not evidenced,,YES
64,3d,3d-board-comments,댓글 작성,CONVERSATION_WAGLE,WAGLE,PAGE_VIEW,,WAGLE,3c,가족 게시판,CHILD_OF,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/platform/wagle/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,WAGLE,API_MISSING,YES,Board composition unresolved with 3c policy,,YES
65,3e,3e-trending-posts,인기 게시글,CONVERSATION_WAGLE,WAGLE,TAB_VIEW,,WAGLE,3c,가족 게시판,CHILD_OF,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/platform/wagle/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,WAGLE,API_MISSING,YES,Board composition unresolved with 3c policy,,YES
66,3f,3f-language-settings,언어 설정,PROFILE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,2k,설정 전체 목록,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,NOT_APPLICABLE,POLICY_REQUIRED,YES,Locale policy not in current product,,YES
67,3g,3g-theme-settings,화면 테마 설정,PROFILE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,2k,설정 전체 목록,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,NOT_APPLICABLE,POLICY_REQUIRED,YES,Theme policy source says UI only,,YES
68,3h,3h-account-delete,계정 탈퇴 확인,ACCOUNT_AUTH,FAMILY_CONTEXT,MODAL_DIALOG,,FAMILY_CONTEXT,2k,설정 전체 목록,OPENS,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,PM_DECISION_REQUIRED,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,ACCOUNT_AUTH,POLICY_REQUIRED,YES,Destructive account policy absent,,YES
69,3i,3i-invite-cancel,가족 초대 취소,FAMILY_MEMBERSHIP,FAMILY_CONTEXT,MODAL_DIALOG,,FAMILY_CONTEXT,2p,초대 목록,OPENS,NO_ROUTE,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_MODAL_OR_DIALOG,frontend/src/features/family-members/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,KEEP_PAGE_LOCAL,FAMILY,API_READY,NO,Invite lifecycle action,,YES
70,3j,3j-global-search,검색 전체,CROSS_DOMAIN,FAMILY_CONTEXT,ROUTE_PAGE,,FAMILY_CONTEXT,NONE,NONE,ROOT_OF,NEW_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,PM_DECISION_REQUIRED,frontend/src/features/search/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,FALSE_SIMILARITY,NOT_APPLICABLE,POLICY_REQUIRED,YES,No product search ownership contract,,YES
71,3k,3k-widget-gallery,위젯 갤러리,PROFILE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,2k,설정 전체 목록,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,NOT_APPLICABLE,POLICY_REQUIRED,YES,Widget platform policy absent,,YES
72,3l,3l-shortcut-editor,바로가기 편집,PROFILE,FAMILY_CONTEXT,NESTED_ROUTE,,FAMILY_CONTEXT,3k,위젯 갤러리,CHILD_OF,NEW_NESTED_ROUTE_REQUIRED,,,,PRODUCT_MAPPING_UNRESOLVED,CREATE_NEW_NESTED_VIEW,frontend/src/pages/profile/,TARGET_DIRECTORY_CANDIDATE,MOBILE_TABLET_PORTRAIT_LANDSCAPE,OWNER_LOCAL,NOT_APPLICABLE,POLICY_REQUIRED,YES,Shortcut policy absent,,YES
