CANONICAL_ID,OWNER_AGGREGATE,PRODUCT_ENTRY,PRODUCT_CONTAINER,USER_VISIBLE_PURPOSE,INITIAL_LOAD_REQUIREMENT,USER_EVENTS,EXPECTED_SUCCESS_OUTCOME,EMPTY_STATE,ERROR_STATE,PERMISSION_STATE,VALIDATION_STATE,RETRY_BEHAVIOR,CURRENT_DATA_SOURCE,CURRENT_MUTATION_SOURCE,CURRENT_FIXTURE_OR_FALLBACK,EXISTING_FRONTEND_API_CLIENT,EXISTING_BACKEND_ROUTE,EXISTING_BACKEND_SERVICE,EXISTING_SCHEMA,EXISTING_MODEL_TABLE,API_READINESS,ORIGINAL_API_READINESS,POLICY_STATUS,IMPLEMENTATION_STRATEGY,BACKEND_SLICE_ID,AUTHENTICATION_REQUIREMENT,AUTHORIZATION_SCOPE,OWNERSHIP_SCOPE,TEST_COVERAGE_BEFORE,TEST_EVIDENCE_AFTER,FINAL_W7_5_STATUS,NOTES,CAPABILITY_ID,CAPABILITY_STATUS,POLICY_DEPENDENCY
2e,ADMIN_DASHBOARD,/admin (nested),frontend/src/pages/AdminDashboard/views/MissionView/,미션 목록 관리,,,,,,,,,real (useMissionView),real (via useAdminData/usePointView/useMissionView/etc.),none,pages/AdminDashboard/api/adminApi.ts,"various /api/admin/* (see backend inventory, admin aggregator)",domains/admin/router.py (thin wrapper over mission/deduction/daily_point/player/notification services),"various (MissionResponse, DeductionResponse, PlayerListItem, NotificationResponse, etc.)","players,missions,deductions,daily_points,notifications (legacy)",EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Legacy admin (require_admin),admin-only,N/A (legacy platform-wide admin),,,ALREADY_WIRED,,2e,ALREADY_WIRED,NONE
2f,FAMILY_CONTEXT,/family/members,frontend/src/features/family-members/FamilyMembersPage.tsx,자녀 초대 승인,,,,,,,,,fixture,none,childInvite.fixture.ts,none,"none matching (member creation requires pre-existing account_id via FamilyAdmin provisioning, not an invitee-initiated accept flow)","domains/family/service.py (member-accounts provisioning is the closest, wrong-direction analog)",none,"family_memberships (status=invited exists as an enum value, unused by any endpoint)",POLICY_REQUIRED,POLICY_REQUIRED,HUMAN_GATE,POLICY_BLOCKED,POLICY-FAMILY-INVITATION-MODEL,Account-native,FAMILY_MEMBERS_MANAGE (approver side),family_id scoped,,,POLICY_BLOCKED,"The screen implies a child-initiated join request a parent approves; the real backend only supports the reverse (FamilyAdmin provisions an Account with a one-time password). Whether to build a genuine child-initiated request/approve flow, or redirect the product to the provisioning flow instead, is a real product-direction decision, not just missing code.",2f,POLICY_BLOCKED,POLICY-FAMILY-INVITATION-MODEL
2g,WAGLE,/wagle (overlay),frontend/src/platform/wagle/WagleRoomView.tsx (overlay state),채팅 답장,,,,,,,,,"real (message body, no fixture)",none (reply not yet linked to parent),none,shared/api/wagleApi.ts (message send reused),"POST .../messages (MessageCreate schema, reply-to field unconfirmed)",domains/wagle/service.py,MessageCreate/MessageResponse,wagle_messages,API_PARTIAL,API_PARTIAL,NOT_APPLICABLE,EXTEND_EXISTING_API,EXTEND-WAGLE-MESSAGE-REPLY,Hybrid,room participant,family_id + room_id scoped,,,WIRED_AND_VERIFIED,"PHASE C COMPLETE: wagle_messages.reply_to_message_id already existed (unused by any endpoint) -- additive schema exposure on MessageCreate/MessageResponse, plus a same-room existence check in send_message (a client-supplied id must never be trusted to belong to this Room without a server lookup, same defensive shape as every other cross-entity check in that file). Design note: the frozen 2g overlay's own compose bar (`.inputText`) renders a static fixture string, not a real editable input -- real typing happens in WagleRoomView's always-real composer, which now carries the pending reply target through (banner shown, cancellable) rather than the overlay fabricating a draft. Read side: a real reply now shows a quoted preview of its parent's body in the message list (client-side lookup from the loaded page).",2g,WIRED_AND_VERIFIED,NONE
2h,USER_DASHBOARD,/markpoint (overlay),frontend/src/platform/markpoint/MarkpointUser.tsx (overlay state),교환 확인,,,,,,,,,fixture (balance patched real),none,exchangeConfirm.fixture.ts,none,POST .../ledger/adjustments (point-debit side only),domains/markpoint_target/service.py (ledger only),PointAdjustment,markpoint_ledger (no Reward table),API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-REWARD-CATALOG,Account-native,active family membership,family_id scoped,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: onConfirm calls the real, idempotent redeem endpoint; insufficient-balance and no-longer-available both surface as real errors, not a silent success.",2h,WIRED_AND_VERIFIED,NONE
2i,ADMIN_DASHBOARD,/admin (nested),frontend/src/pages/AdminDashboard/views/DashboardView/,부모 대시보드,,,,,,,,,"real (useAdminData, DashboardView)",real (via useAdminData/usePointView/useMissionView/etc.),none,pages/AdminDashboard/api/adminApi.ts,"various /api/admin/* (see backend inventory, admin aggregator)",domains/admin/router.py (thin wrapper over mission/deduction/daily_point/player/notification services),"various (MissionResponse, DeductionResponse, PlayerListItem, NotificationResponse, etc.)","players,missions,deductions,daily_points,notifications (legacy)",EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Legacy admin (require_admin),admin-only,N/A (legacy platform-wide admin),,,ALREADY_WIRED,,2i,ALREADY_WIRED,NONE
2j,USER_DASHBOARD,/markpoint (overlay),frontend/src/platform/markpoint/MarkpointUser.tsx (overlay state),리워드샵,,,,,,,,,fixture (balance patched real),none,rewardShop.fixture.ts,none,POST .../ledger/adjustments (point-debit side only),domains/markpoint_target/service.py (ledger only),PointAdjustment,markpoint_ledger (no Reward table),API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-REWARD-CATALOG,Account-native,active family membership,family_id scoped,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: same real catalog as 1l, reached from the shop entry point.",2j,WIRED_AND_VERIFIED,NONE
2k,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,설정 전체 목록,,,,,,,,,static nav list (expanded fixture),N/A,"settingsList.fixture.ts (structural nav only, acceptable)",N/A,N/A (pure navigation list),N/A,N/A,N/A,NO_BACKEND_REQUIRED,NO_BACKEND_REQUIRED,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Account-native (route guard only),self,self,,,NO_CHANGE_REQUIRED,,2k,NO_CHANGE_REQUIRED,NONE
2l,ADMIN_DASHBOARD,/admin (nested),frontend/src/pages/AdminDashboard/views/MissionView/components/NewMissionModal.tsx,미션 만들기 폼,,,,,,,,,"real (useMissionView, NewMissionModal)",real (via useAdminData/usePointView/useMissionView/etc.),none,pages/AdminDashboard/api/adminApi.ts,"various /api/admin/* (see backend inventory, admin aggregator)",domains/admin/router.py (thin wrapper over mission/deduction/daily_point/player/notification services),"various (MissionResponse, DeductionResponse, PlayerListItem, NotificationResponse, etc.)","players,missions,deductions,daily_points,notifications (legacy)",EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Legacy admin (require_admin),admin-only,N/A (legacy platform-wide admin),,,ALREADY_WIRED,,2l,ALREADY_WIRED,NONE
2m,ADMIN_DASHBOARD,/admin (nested),frontend/src/pages/AdminDashboard/views/MissionView/components/ActiveMissionDetailModal.tsx,미션 상세 폼,,,,,,,,,"real (useAdminData missions/players/cycle; W7.4 fixed the orphaned-component trigger, data itself was always real)",real (via useAdminData/usePointView/useMissionView/etc.),none,pages/AdminDashboard/api/adminApi.ts,"various /api/admin/* (see backend inventory, admin aggregator)",domains/admin/router.py (thin wrapper over mission/deduction/daily_point/player/notification services),"various (MissionResponse, DeductionResponse, PlayerListItem, NotificationResponse, etc.)","players,missions,deductions,daily_points,notifications (legacy)",EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Legacy admin (require_admin),admin-only,N/A (legacy platform-wide admin),,,ALREADY_WIRED,,2m,ALREADY_WIRED,NONE
2n,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,알림 세부설정,,,,,,,,,fixture,none,notificationPreferences.fixture.ts,none,none,none,none,none (no per-account notification-preference table),API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-NOTIFICATION-PREFERENCES,Account-native,self,self,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: new SLICE-NOTIFICATION-PREFERENCES (migration 0015, account_notification_preferences, self-service Account-native, no permission beyond authentication). Toggling a real preference item calls the real PUT; '시간대' stays static (no toggle exists on the frozen Screen for it).",2n,WIRED_AND_VERIFIED,NONE
2o,ADMIN_DASHBOARD,"/admin (nested, overlay)",frontend/src/pages/AdminDashboard/views/PointView/PointView.tsx (overlay state),포인트 정책 편집,,,,,,,,,fixture,none,pointPolicyEditor.fixture.ts,none,"GET/PUT /api/families/{family_id}/markpoint/config (CycleConfigOut/Update -- Account-native, different auth model than legacy admin views)",domains/markpoint_target/service.py,CycleConfigOut/CycleConfigUpdate,markpoint family config (per-family),API_PARTIAL,API_PARTIAL,HUMAN_GATE,EXTEND_EXISTING_API,EXTEND-MARKPOINT-CONFIG,MIXED -- this screen lives in the Legacy admin surface but its closest real backend analog is Account-native family-scoped,FAMILY_SERVICES_MANAGE (target) vs require_admin (current container),family_id scoped (target) vs platform-wide (current container),,,DESIGN_CONTRACT_MISMATCH,"PHASE C ATTEMPTED, RECLASSIFIED: this is not a missing field or a thin wiring gap -- the legacy admin surface (`require_admin`, platform-wide, no Family concept in its session at all) and `GET/PUT /api/families/{family_id}/markpoint/config` (Account-native, family-scoped) are two different authorization systems that cannot even present the same credential to each other. Bridging them (e.g. minting an implicit 'legacy admin acts as this family' authority) would cut directly across the RBAC separation this codebase has spent Waves 1-6 building (D7, 'FamilyAdmin is never automatically ServiceAdmin', no platform-admin-to-arbitrary-family authority exists anywhere). Needs a PM decision: (a) give the legacy admin surface a family-selector and call the family-scoped endpoint for whichever family is chosen -- a real new authorization-bridge feature, not a bug fix, or (b) defer this screen to a future Account-native admin surface. Not picked silently, per this task's own standing rule against forced-through auth-model mismatches (same discipline as 1u/2s's PIN mismatch).",2o,POLICY_REQUIRED/HUMAN_GATE,"POLICY-LEGACY-ADMIN-FAMILY-SCOPE-BRIDGE (new, this task)"
2p,FAMILY_CONTEXT,/family/members,frontend/src/features/family-members/FamilyMembersPage.tsx,초대 목록,,,,,,,,,fixture,none,invitationList.fixture.ts,none,GET /api/families/{family_id}/members (filter client-side on status=invited),domains/family/service.py,MembershipSummary,family_memberships,API_PARTIAL,API_PARTIAL,HUMAN_GATE,EXTEND_EXISTING_API,EXTEND-FAMILY-INVITATION-METADATA,Hybrid,FAMILY_MEMBERS_READ/MANAGE,family_id scoped,,,POLICY_BLOCKED,"PHASE C ATTEMPTED, RECLASSIFIED (was PARTIAL_WIRING_PENDING -- this task's own earlier 'list itself is coverable' framing was optimistic and is corrected here, same discipline as 1q/1u's mid-implementation corrections): the screen's own `Invitation` type is keyed on `email`, and D2 explicitly excludes email/phone from the Account-native credential model (username-only, grep-confirmed zero email field anywhere in the family domain). There is no real value to put in that field, and filtering the real member list by status='invited' would always be empty today besides -- that status is a defined-but-unused enum value with no real production flow ever setting it (confirmed, same finding as this row's original Phase 0 note). This is not a metadata gap on top of a workable list; the screen's data shape itself assumes an email-based invite model D2 already ruled out. Folded into the same POLICY-FAMILY-INVITATION-MODEL decision as 2f/2w, one level more specific: whatever invitation model is chosen must also decide the invitee identity key (username? in-app request? not email).",2p,POLICY_BLOCKED,POLICY-FAMILY-INVITATION-MODEL
2q,FAMILY_CONTEXT,/family/rules,frontend/src/features/family-rules/FamilyRulesPage.tsx,가족 규칙 안내,,,,,,,,,fixture (static guide copy),N/A,familyRulesGuide.fixture.ts (acceptable as static content),N/A,N/A (purely informational/static guide content),N/A,N/A,N/A,NO_BACKEND_REQUIRED,NO_BACKEND_REQUIRED,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Hybrid (route guard only),FAMILY_READ,family_id scoped,,,NO_CHANGE_REQUIRED,"Purely informational static guide text, not user data -- fixture is the correct long-term source, not a gap.",2q,NO_CHANGE_REQUIRED,NONE
2r,FAMILY_CONTEXT,/family/members,frontend/src/features/family-members/FamilyMembersPage.tsx,가족 활동 로그,,,,,,,,,fixture,none,familyActivityLog.fixture.ts,none,none,none,none,none (no activity-log/audit-feed table for family-level events),API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-FAMILY-ACTIVITY-LOG,Hybrid,FAMILY_MEMBERS_READ,family_id scoped,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: new SLICE-FAMILY-ACTIVITY-LOG, read-only, no new table -- reads the existing MarkpointAuditEvent table (mission/ledger mutations already write it) rather than a parallel log, per the Slice Mapping's own recommendation. Real actor names resolved via family_service.get_account.",2r,WIRED_AND_VERIFIED,NONE
2s,AUTH_FLOW,/onboarding (step 2),frontend/src/features/family-onboarding/OnboardingFlowPage.tsx,PIN 최초 설정,,,,,,,,,fixture (PinInitialSetupScreen),"local digit-count state only, no save",pinInitialSetup.fixture.ts,none yet,PUT /api/me/wagle/device-pin (candidate reuse target),domains/wagle/realtime.py (device-pin),DevicePinUpdate (approx),wagle_device_pins,POLICY_REQUIRED,FRONTEND_ADAPTER_REQUIRED,HUMAN_GATE,POLICY_BLOCKED,WIRE-WAGLE-DEVICE-PIN,Account-native,self device,own device only,NONE,"Same mismatch as 1u (shared reuse target) -- real HTTP 400 confirmed, wiring reverted.",DESIGN_CONTRACT_MISMATCH,"PHASE B ATTEMPTED, REVERTED: real verification found a genuine contract mismatch, not missing wiring -- the backend requires a 6-digit PIN (""PIN은 숫자 6자리여야 합니다"", confirmed via real HTTP 400), while this frozen W7.3 canonical Screen has a 4-dot/4-key design. Extending the UI to 6 digits would be a visual-baseline redesign, explicitly out of W7.5 scope. Code reverted to its original local-state-only behavior. Reclassified DESIGN_CONTRACT_MISMATCH/HUMAN_GATE -- needs a PM decision (redesign the Screen to 6 digits, or relax the backend PIN-length requirement for this UX) before further engineering, not more effort against the current 4-digit design. Shares the same underlying reuse-target mismatch as 1u.",2s,DESIGN_CONTRACT_MISMATCH,DESIGN_CONTRACT_MISMATCH (PIN digit length) -- not a D6 item
2t,ADMIN_DASHBOARD,"/admin (nested, overlay)",frontend/src/pages/AdminDashboard/views/NotificationView/NotificationView.tsx (overlay state),관리자 알림 발송,,,,,,,,,fixture,none,adminNotificationSend.fixture.ts,none,"POST /api/admin/notifications (legacy, real, create notification)",domains/notification/service.py (via admin router),NotificationCreate/NotificationResponse,notifications (legacy),EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,WIRE_EXISTING_API,WIRE-ADMIN-NOTIFICATION-SEND,Legacy admin,admin-only,N/A,NONE (fixture-only overlay),Real HTTP 201 POST /api/admin/notifications verified end-to-end (subject/message submitted via controlled inputs); DB cross-checked (notifications row created with matching title/body). Overlay correctly closes only on success.,WIRED_AND_VERIFIED,"High-confidence quick win: POST /api/admin/notifications already exists and matches this screen exactly (recipient/subject/message form -> NotificationCreate). W7.4 comment calling this a gap was premature -- the API exists, only the frontend call was never wired. PHASE B COMPLETE: added adminApi.createNotification(); AdminNotificationSendScreen inputs made controlled (were defaultValue-only) so real values can be submitted; onSend signature changed to pass {subject,message}; loading/error states added. Recipient targeting stays ""전체"" -- no per-family/per-member picker built (legacy admin surface has no family concept; flagged in code comment).",2t,WIRED_AND_VERIFIED,NONE
2u,FAMILY_CONTEXT,/family/schedule (overlay),frontend/src/features/family-schedule/FamilySchedulePage.tsx (view state),일정 상세,,,,,,,,,fixture,none,scheduleDetail.fixture.ts,none,"none (confirmed via grep, backend inventory)",none,none,none,API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-SCHEDULE,Account-native,family membership,family_id scoped,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: real GET/DELETE /schedule-events/{id}; delete is a real button on the frozen Screen. Edit reopens 1o's Add screen (no distinct edit-mode model exists), not independently wired to PATCH.",2u,WIRED_AND_VERIFIED,NONE
2v,FAMILY_CONTEXT,/family/album (overlay),frontend/src/features/family-album/FamilyAlbumPage.tsx (view state),앨범 업로드 진행,,,,,,,,,fixture,none,albumUploadProgress.fixture.ts,none,none,none,none,none,POLICY_REQUIRED,POLICY_REQUIRED,HUMAN_GATE,POLICY_BLOCKED,POLICY-ALBUM-STORAGE-INFRA,Account-native,family membership,family_id scoped,,,POLICY_BLOCKED,"Binary file/photo upload requires an infra decision this repo has not made (no storage abstraction exists anywhere in backend/app -- local disk vs. S3-compatible object storage, size/type limits, CDN/serving strategy). Flagged as its own gate distinct from ordinary API_MISSING because it is an infra/ops choice, not just unbuilt CRUD.",2v,POLICY_BLOCKED,POLICY-ALBUM-STORAGE-INFRA
2w,FAMILY_CONTEXT,/onboarding (alternate branch),frontend/src/features/family-onboarding/OnboardingFlowPage.tsx,가족 초대 수락,,,,,,,,,fixture,none,familyInviteAcceptance.fixture.ts,none,none (no invite-code-based self-service join flow; member creation requires FamilyAdmin action),"domains/family/service.py (member creation is admin-initiated, wrong direction for this screen)",none,family_memberships,POLICY_REQUIRED,POLICY_REQUIRED,HUMAN_GATE,POLICY_BLOCKED,POLICY-FAMILY-INVITATION-MODEL,Account-native,self (joining account),target family_id,,,POLICY_BLOCKED,"Same underlying gap as 2f: self-service invite-code join (format, expiry, single/multi-use, who can generate a code) is a real security/product surface with no existing design, not just missing code. Recommend resolving 2f/2w/2p/3i together as one ""family invitation model"" policy decision rather than four separate ones.",2w,POLICY_BLOCKED,POLICY-FAMILY-INVITATION-MODEL
2x,ADMIN_DASHBOARD,/admin (nested),frontend/src/pages/AdminDashboard/views/DashboardView/,미션 통계 대시보드,,,,,,,,,"real (useAdminData, DashboardView)",real (via useAdminData/usePointView/useMissionView/etc.),none,pages/AdminDashboard/api/adminApi.ts,"various /api/admin/* (see backend inventory, admin aggregator)",domains/admin/router.py (thin wrapper over mission/deduction/daily_point/player/notification services),"various (MissionResponse, DeductionResponse, PlayerListItem, NotificationResponse, etc.)","players,missions,deductions,daily_points,notifications (legacy)",EXISTING_API_READY,EXISTING_API_READY,NOT_APPLICABLE,NO_BACKEND_CHANGE_REQUIRED,,Legacy admin (require_admin),admin-only,N/A (legacy platform-wide admin),,,ALREADY_WIRED,,2x,ALREADY_WIRED,NONE
2y,FAMILY_CONTEXT,/family/album (overlay),frontend/src/features/family-album/FamilyAlbumPage.tsx (view state),앨범 공유설정,,,,,,,,,fixture,none,albumShareSettings.fixture.ts,none,"none (confirmed via grep, backend inventory)",none,none,none,API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-ALBUM-METADATA,Account-native,family membership,family_id scoped,,,SCREEN_PARTIALLY_COMPLETE (see CAPABILITY_STATUS),"PHASE D COMPLETE (read): real per-member enabled/disabled from shared_with_membership_ids. Write (PATCH, real and tested) not callable from this Screen: member rows are plain non-interactive <label>s with no click handler at all, same design-contract-gap shape as 2z/1v/1i.",2y-READ; 2y-WRITE,WIRED_AND_VERIFIED; API_READY_UI_BLOCKED,NONE; NONE
2z,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,프로필 편집,,,,,,,,,fixture,none,profileEdit.fixture.ts,none,none (no PATCH /api/me),none,none,"accounts (display_name exists, no avatar field confirmed)",API_MISSING,API_MISSING,NOT_APPLICABLE,EXTEND_EXISTING_API,EXTEND-ME-PROFILE,Account-native,self,self,,,SCREEN_PARTIALLY_COMPLETE (see CAPABILITY_STATUS),"PHASE C COMPLETE (read) / BLOCKED (write, design gap not backend gap): added PATCH /api/me (display_name/bio/birthday/avatar_color, additive columns on accounts, migration 0012) and PATCH /api/families/{family_id}/members/me (self-service relationship label, bypasses FAMILY_MEMBERS_MANAGE by design -- a member declaring their own role is not FamilyAdmin authority over someone else, and the schema has no status field so it can never activate/suspend/remove). ProfileEditScreen now displays these real values. Found while wiring: the frozen 2z canonical Screen has **no editable input anywhere** -- name/bio/birthday/familyRole render as plain non-editable <div>/<em> text and the color swatches have no click handler, so `onSave` has nothing on-screen to submit. The write endpoints are real and tested but intentionally not called from this Screen; wiring a fabricated save would invent a value the user never entered. Needs a PM/design decision to add real inputs before the write path can be used. Avatar upload stays POLICY_REQUIRED (storage infra, same as 2v).",2z-READ; 2z-WRITE_NAME_BIO_BIRTHDAY; 2z-WRITE_FAMILY_ROLE; 2z-AVATAR_UPLOAD,WIRED_AND_VERIFIED; API_READY_UI_BLOCKED; API_READY_UI_BLOCKED; POLICY_REQUIRED/HUMAN_GATE,NONE; NONE; NONE; POLICY-ALBUM-STORAGE-INFRA
3a,FAMILY_CONTEXT,/family/schedule (overlay),frontend/src/features/family-schedule/FamilySchedulePage.tsx (view state),가족 캘린더 공유,,,,,,,,,fixture,none,calendarShare.fixture.ts,none,"none (confirmed via grep, backend inventory)",none,none,none,API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-SCHEDULE,Account-native,family membership,family_id scoped,,,OUT_OF_SLICE_SCOPE,"Stays fixture: Google/Apple Calendar sync and a webcal subscription link are a real external-service OAuth/feed-generation integration with no credentials or infra in this repository -- explicitly excluded from SLICE-SCHEDULE's own scope, same shape as the storage-infra gate.",3a,OUT_OF_SLICE_SCOPE,NONE
3b,ADMIN_DASHBOARD,"/admin (nested, overlay)",frontend/src/pages/AdminDashboard/views/DashboardView/DashboardView.tsx (overlay state),미션 통계 필터,,,,,,,,,fixture (onApply is a structural no-op),none,missionStatisticsFilter (no dedicated fixture file per W7.4 -- purely structural placeholder),none,"GET /api/admin/cycle-progress, GET /api/admin/weekly-summary (candidate reuse, exact filter-param fit unconfirmed)",domains/admin/router.py,unconfirmed (needs read),"missions,daily_points (legacy)",API_PARTIAL,API_PARTIAL,NOT_APPLICABLE,EXTEND_EXISTING_API,EXTEND-ADMIN-MISSION-STATS,Legacy admin,admin-only,N/A,,,DESIGN_CONTRACT_GAP,"PHASE C ATTEMPTED, RECLASSIFIED: backend fit-check done as planned -- GET /api/admin/cycle-progress (date_from/date_to) and /api/admin/weekly-summary (week_start, per-player per-day) both support real period filtering and would be WIRE_EXISTING_API-ready. But the frozen 3b canonical Screen has no functioning input to select a period/member/status from: both <select> elements are uncontrolled with exactly one hardcoded <option> each, the status row is three plain <b> labels with no click handler, and onApply takes no arguments at all. There is nothing on-screen to read a filter choice from, so nothing can be sent to either endpoint. Same design-contract-gap shape as 2z -- backend readiness confirmed, UI has no input control to wire it to.",3b,API_READY_UI_BLOCKED,NONE
3c,WAGLE,/wagle/board,frontend/src/platform/wagle/board/WagleBoardPage.tsx,가족 게시판,,,,,,,,,fixture,none,familyBoard.fixture.ts,none,none (confirmed TRUE_FUNCTIONAL_GAP in W7.4),none (recommend reuse of wagle rooms/messages rather than a new Post aggregate),none,none,API_MISSING,API_MISSING,NOT_APPLICABLE,REUSE_EXISTING_PRODUCT_LOGIC,REUSE-WAGLE-ROOMS-AS-BOARD,Hybrid,room participant,family_id scoped,,,WIRED_AND_VERIFIED,"PHASE D COMPLETE: REUSE-WAGLE-ROOMS-AS-BOARD, zero backend changes -- a dedicated WagleRoom (reserved sentinel title) is the board, posts are real WagleMessages with a `[category] title\nsummary` body encoding (no schema change). Live-verified end-to-end via a real browser session (Playwright) against an isolated stack: real post created via HTTP, rendered, opened.",3c,WIRED_AND_VERIFIED,NONE
3d,WAGLE,/wagle/board (overlay),frontend/src/platform/wagle/board/WagleBoardPage.tsx (overlay state),댓글 작성,,,,,,,,,fixture,none,commentComposer.fixture.ts,none,none (confirmed TRUE_FUNCTIONAL_GAP in W7.4),none (recommend reuse of wagle rooms/messages rather than a new Post aggregate),none,none,API_MISSING,API_MISSING,NOT_APPLICABLE,REUSE_EXISTING_PRODUCT_LOGIC,REUSE-WAGLE-ROOMS-AS-BOARD,Hybrid,room participant,family_id scoped,,,WIRED_AND_VERIFIED,PHASE D COMPLETE: a comment is a reply to a board post reusing 2g's own reply_to_message_id directly -- no second reply concept built. Live-verified in the same browser session as 3c: a real comment sent via the Screen's real input rendered in the thread.,3d,WIRED_AND_VERIFIED,NONE
3e,WAGLE,/wagle/board (overlay),frontend/src/platform/wagle/board/WagleBoardPage.tsx (overlay state),인기 게시글,,,,,,,,,fixture,none,popularPosts.fixture.ts,none,none,none,none,none (no reaction/like/view-count concept anywhere),API_MISSING,API_MISSING,NOT_APPLICABLE,CREATE_NEW_VERTICAL_SLICE,SLICE-WAGLE-BOARD-REACTIONS,Hybrid,room participant,family_id scoped,,,SCREEN_PARTIALLY_COMPLETE (see CAPABILITY_STATUS),"RESOLVED as IMPLEMENTATION_REQUIRED, not a PM policy gate (corrected from an earlier NEW_SLICE_REQUIRED/deferred framing): the reaction concept was already fully determined by the existing frozen Screens themselves -- both 3c and 3e already render '♥ likes · 💬 comments' as a core visual element, so building wagle_message_reactions (migration 0020, toggle semantics, one row per message+reactor) made an already-designed-for stat real rather than inventing a new concept. GET .../wagle/board/popular ranks real top-level board posts by reaction_count+comment_count within week/month/all, matching the Screen's own range labels exactly. Read side (real counts, real ranking) is wired into 3c and 3e. The reaction *toggle* itself has no click target in either frozen canonical Screen (no like button/callback exists in either FamilyBoardProps or PopularPostsProps) -- reacting is not reachable from this UI yet, same disclosed missing-input-control shape as 1i/1v/2y/2z/3b/3j, but the backend endpoint is real, tested, and exported from the frontend API client for a future UI trigger. 8 new backend tests (test_w75_phase_d_board_reactions.py), all pass.",3e-READ_RANKING; 3e-REACTION_TOGGLE,WIRED_AND_VERIFIED; API_READY_UI_BLOCKED,NONE; GATE-3E-REACTION-TOGGLE
3f,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,언어 설정,,,,,,,,,fixture,none,languageSettings.fixture.ts,none,none,none,none,none,NO_BACKEND_REQUIRED,NO_BACKEND_REQUIRED,ASSUMED_DEFAULT_DISCLOSED,NO_BACKEND_CHANGE_REQUIRED,,none,self (client-only),self device,,,CLIENT_ONLY_ASSUMED,"Disclosed assumption, not fabricated policy: language pref kept client-only (localStorage) for W7.5, reversible, no cross-device sync. Revisit only if PM wants sync.",3f,CLIENT_ONLY_ASSUMED,NONE
3g,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,화면 테마 설정,,,,,,,,,fixture,none,themeSettings.fixture.ts,none,none,none,none,none,NO_BACKEND_REQUIRED,NO_BACKEND_REQUIRED,ASSUMED_DEFAULT_DISCLOSED,NO_BACKEND_CHANGE_REQUIRED,,none,self (client-only),self device,,,CLIENT_ONLY_ASSUMED,Same disclosed client-only assumption as 3f.,3g,CLIENT_ONLY_ASSUMED,NONE
3h,FAMILY_CONTEXT,/profile,frontend/src/pages/profile/ProfilePage.tsx,계정 탈퇴 확인,,,,,,,,,fixture,"none, deliberately no-op",accountDeletionConfirm.fixture.ts,N/A,"none (confirmed via repo-wide grep, W7.4)",none,none,none,POLICY_REQUIRED,POLICY_REQUIRED,HUMAN_GATE,POLICY_BLOCKED,POLICY-ACCOUNT-DELETION,Account-native,self,self + cascading family/ledger/message data,,,POLICY_BLOCKED,"TRUE_FUNCTIONAL_GAP carried from W7.4. Undecided: deletion target scope, family-ownership transfer, membership handling, message/ledger retention, soft-delete vs anonymization, recovery window, reauth, audit, legal/operational retention. No destructive mutation built ahead of PM decision.",3h,POLICY_BLOCKED,POLICY-ACCOUNT-DELETION
