SOURCE_ORDER,CANONICAL_ID,SCREEN_LABEL,OWNER_AGGREGATE,EXISTING_PRODUCT_VIEW,EXISTING_FUNCTIONAL_LOGIC,CANONICAL_SOURCE,MAPPING_STATUS,INTEGRATION_STRATEGY,INTEGRATION_TYPE,PARENT_CANONICAL_ID,PARENT_PRODUCT_SURFACE,PRODUCT_ROUTE,PRODUCT_TRIGGER,PRODUCT_CONTAINER,PRODUCT_SHELL,CANONICAL_SINGLE_SOURCE_STATUS,EXISTING_BEHAVIOR_PRESERVATION,DATA_WIRING_STATUS,MUTATION_WIRING_STATUS,PRODUCT_ENTRY_TEST_STATUS,RESPONSIVE_SHELL_STATUS,DETACHED_PREVIEW_STATUS,FINAL_PRODUCT_STRUCTURE_STATUS,NOTES
26,1x,자녀 주간 리포트,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/DashboardView/,"real weekly-activity chart, real API",WeeklyReportPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,2i,DashboardView (2i),/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/DashboardView/,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/DashboardView/) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
27,1z,기본 모달 폼,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/components/AdminModal/AdminModal.tsx,shared modal shell already used by ~12 real admin modals,BasicModalPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,2e,MissionView (2e),/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/components/AdminModal/AdminModal.tsx,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/components/AdminModal/AdminModal.tsx) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
28,2a,사용자 관리 상세,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/PlayerView/,"real AddPlayerModal/PhotoUploadModal/PinChangeModal, real API",UserManagementDetailPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,1q,PlayerView,/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/PlayerView/,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/PlayerView/) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
29,2b,사진/파일 전체보기,WAGLE,NONE (new),NONE,FileViewerPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,INLINE_OVERLAY,1d,WagleRoomView (1d),/wagle (overlay),WagleRoomView room-header photo button - LIVE,frontend/src/platform/wagle/WagleRoomView.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/wagle/**, both product container and detached preview import it)",N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING (real room title threaded through; file list uses canonical fixture as explicit pending adapter - no file-listing API exists),MUTATION_WIRING_PENDING (no backend API for this sub-feature yet),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Extracted screens/wagle/FileViewer/FileViewerScreen.tsx from the inline FileViewerPreview. Wired as a real overlay via WagleRoomView local state, triggered by a real header button."
30,2c,레벨업 축하,USER_DASHBOARD,NONE (new),NONE,LevelUpPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,1c,MarkpointUser (1c),/markpoint (overlay),level-up celebration button on the level card - LIVE,frontend/src/platform/markpoint/MarkpointUser.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/markpoint/**, both container and detached preview import it)",N/A (no prior product view existed for this specific action),"PARTIAL (real level number + title flow through; bonus-points value not available from getLevel() - uses 0 as an explicit placeholder, not a fabricated number)",N/A (no mutation),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Extracted screens/markpoint/LevelUp/LevelUpScreen.tsx. Manually triggered for structural verification - a real product trigger would fire automatically on an actual level-up event, which needs backend push support (W7.5)."
31,2e,미션 목록 관리,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/MissionView/,real mission-list view + API,MissionManagementPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,,AdminDashboard,/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/MissionView/,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/MissionView/) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
32,2f,자녀 초대 승인,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,ChildInvitePreview,CANONICAL_MAPPING_CONFIRMED,CREATE_NEW_PRODUCT_CONTAINER,PAGE_LOCAL_STATE,1q,frontend/src/features/family-members/FamilyMembersPage.tsx,/family/members,"FamilyMembersScreen (1q) '~님의 가족 참여 요청이 도착했어요' requestNotice button, rendered when model.pendingChildRequestName is set",frontend/src/features/family-members/FamilyMembersPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING,PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,New screens/family/ChildInvite/* extraction from prior inline ChildInvitePreview. onApprove/onDismiss both return to main view locally; no backend approve-invite call exists yet.
33,2g,채팅 답장,WAGLE,NONE (was detached-only),NONE,ChatReplyPreview,CANONICAL_MAPPING_COMPLETE,ADAPT_EXISTING_LOGIC_TO_CANONICAL,INLINE_OVERLAY,1d,WagleRoomView (1d),/wagle (overlay),Per-message reply button in WagleRoomView message list - LIVE,frontend/src/platform/wagle/WagleRoomView.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/wagle/**, both product container and detached preview import it)",N/A,PARTIAL (real message body + real room title flow through buildChatReplyModel adapter; quoted-author name not available - no participant-name lookup wired to this component yet),MUTATION_WIRING_PENDING (no backend API for this sub-feature yet),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"W7.3-resolved Screen (screens/wagle/ChatReply) now real-data-adapted via buildChatReplyModel() in WagleRoomView, triggered by a real per-message reply button (not the mockup long-press context menu - a click-triggered equivalent, since this app has no long-press gesture layer). Re-verified W7.3 visual baseline held after refactor: diffRatio unchanged/improved (0.0499->0.0496 mobile, 0.0292->0.0283 portrait, 0.0211->0.0201 landscape)."
34,2h,교환 확인,USER_DASHBOARD,NONE (new),NONE,ExchangeConfirmPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,2j,RewardShopScreen (2j) / RewardExchangeScreen (1l) overlay,/markpoint (overlay),Selecting a reward in RewardShopScreen (2j) or RewardExchangeScreen (1l) - LIVE,frontend/src/platform/markpoint/MarkpointUser.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/markpoint/**, both container and detached preview import it)",N/A (no prior product view existed for this specific action),"PARTIAL (real current_balance flows through; reward name/cost from the selected fixture item, since no reward-catalog API exists)",MUTATION_WIRING_PENDING (no exchange-mutation API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Extracted screens/markpoint/ExchangeConfirm/ExchangeConfirmScreen.tsx.
35,2i,부모 대시보드,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/DashboardView/,real parent dashboard root + API,ParentDashboardPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,,AdminDashboard,/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/DashboardView/,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/DashboardView/) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
36,2j,리워드샵,USER_DASHBOARD,NONE (new),NONE,RewardShopPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,INLINE_OVERLAY,1c,MarkpointUser (1c),/markpoint (overlay),'리워드샵' button in MarkpointUser header - LIVE,frontend/src/platform/markpoint/MarkpointUser.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/markpoint/**, both container and detached preview import it)",N/A (no prior product view existed for this specific action),PARTIAL (real current_balance flows through; reward catalog uses canonical fixture - no reward-catalog API exists),MUTATION_WIRING_PENDING (no reward-catalog/exchange API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Extracted screens/markpoint/RewardShop/RewardShopScreen.tsx from inline RewardShopPreview.
37,2k,설정 전체 목록,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,SettingsListPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,1f,ProfilePage (1f),/profile,'전체 설정' button on profile home (1f) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Extracted screens/family/SettingsList/SettingsListScreen.tsx from inline SettingsListPreview. Added 4 nav entries (알림 세부설정/언어/테마/위젯) beyond the original mockup content, matching the Ownership Matrix's declared children of 2k (2n/3f/3g/3k) that had no reachable entry point in the original static list."
38,2l,미션 만들기 폼,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/MissionView/components/NewMissionModal.tsx,real mission-create modal + API,MissionCreateFormPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,2e,MissionView (2e),/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/MissionView/components/NewMissionModal.tsx,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/MissionView/components/NewMissionModal.tsx) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
39,2m,미션 상세 폼,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/MissionView/components/ActiveMissionDetailModal.tsx,"plausible real match, not exhaustively verified",MissionDetailFormPreview,CANONICAL_MAPPING_COMPLETE,ADAPT_EXISTING_LOGIC_TO_CANONICAL,MODAL_DIALOG,2e,DashboardView (2i),/admin (nested),"DashboardView (2i/1x) ""활성"" stat card -> ""활성 미션 상세 보기"" button (added this pass; component existed but was never imported/reachable before)",frontend/src/pages/AdminDashboard/views/MissionView/components/ActiveMissionDetailModal.tsx,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"RE-VERIFIED, correction: prior Matrix pass classified 2m KEEP_EXISTING_AS_CANONICAL pointing at ActiveMissionDetailModal.tsx, but live entry-test verification (Playwright, real admin login) found that component was never imported anywhere in the app -- orphaned dead code, not actually product-bound despite the earlier claim. Fixed by wiring a real ""활성 미션 상세 보기"" button into DashboardView.tsx (16-line additive change) that opens it with real missions/players/cycle data already in scope. Same discipline as the 2g/3j re-verifications: did not trust the prior classification, checked the actual code, found and fixed a genuine gap."
40,2n,알림 세부설정,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,NotificationPreferencesPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,2k,SettingsListScreen (2k),/profile,'알림 세부설정' row in settings list (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/NotificationPreferences) from earlier W6/W7 work — this pass added the real product trigger and container wiring only.
41,2o,포인트 정책 편집,ADMIN_DASHBOARD,"frontend/src/pages/AdminDashboard/views/PointView/ (had deduction mgmt only, zero policy content)",NONE for policy specifically,PointPolicyEditorPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,1e,PointView (1e),"/admin (nested, overlay)","""정책 편집"" button in PointView header - LIVE",frontend/src/pages/AdminDashboard/views/PointView/PointView.tsx (overlay state),MongleAppShell > AdminLayout,"CANONICAL_SINGLE_SOURCE_CONFIRMED (existing canonical Screen imported directly, unmodified)",N/A (no prior feature existed for this specific action),"DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture, no policy API)",MUTATION_WIRING_PENDING (no backend API for this sub-feature),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Confirmed real content gap (grep showed zero policy-related code in PointView). PointPolicyEditorScreen (existing canonical Screen, unmodified) wired as a real overlay via a new header button."
42,2p,초대 목록,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,InvitationListPreview,CANONICAL_MAPPING_CONFIRMED,ADAPT_EXISTING_LOGIC_TO_CANONICAL,PAGE_LOCAL_STATE,1q,frontend/src/features/family-members/FamilyMembersPage.tsx,/family/members,FamilyMembersScreen (1q) '+ 가족 구성원 초대' onInvite button,frontend/src/features/family-members/FamilyMembersPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING,PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/InvitationList) from a prior pass. Added optional onBack prop (was missing) so the container can return to 1q; this is the only modification made to the existing Screen. onResend/onCancel are Screen-local; onCancel routes to 3i.
43,2q,가족 규칙 안내,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,FamilyRulesGuidePreview,CANONICAL_MAPPING_CONFIRMED,ADAPT_EXISTING_LOGIC_TO_CANONICAL,PAGE_LOCAL_STATE,1v,frontend/src/features/family-rules/FamilyRulesPage.tsx,/family/rules,"FamilyRulesScreen (1v) container ""가족 규칙 안내 보기"" button",frontend/src/features/family-rules/FamilyRulesPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,NO_MUTATION_IN_SCOPE,PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Screen already existed (screens/family/FamilyRulesGuide) from a prior pass, unmodified. onConfirm/onBack both return to 1v locally; purely an informational guide screen."
44,2r,가족 활동 로그,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,FamilyActivityLogPreview,CANONICAL_MAPPING_CONFIRMED,ADAPT_EXISTING_LOGIC_TO_CANONICAL,PAGE_LOCAL_STATE,1q,frontend/src/features/family-members/FamilyMembersPage.tsx,/family/members,FamilyMembersScreen (1q) onSelectMember (per-member row click),frontend/src/features/family-members/FamilyMembersPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,NO_MUTATION_IN_SCOPE,PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Screen already existed (screens/family/FamilyActivityLog) from a prior pass, unmodified. onFilter wired to real local useState in the container (genuine Screen-local UI state, not faked backend filtering)."
45,2s,PIN 최초 설정,AUTH_FLOW,NONE (new),NONE,PinInitialSetupPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,AUTH_FLOW_STEP,1r,OnboardingFlowPage (1r),/onboarding (step 2),"""다음"" button on OnboardingScreen (1r) - LIVE",frontend/src/features/family-onboarding/OnboardingFlowPage.tsx,MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted/imported, both container and detached preview consume it)","N/A (frontend/src/features/family-onboarding/ was an empty scaffold, no prior product view existed)",DATA_AND_BEHAVIOR_WIRING_PENDING (real local digit-count state via onKeyPress; no PIN-save API),MUTATION_WIRING_PENDING (no family-create/PIN-save API exists),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"PinInitialSetupScreen (existing canonical Screen, unmodified) wired as step 2 of OnboardingFlowPage with real local digit-accumulation state; advances to /family on 4th digit (no backend save)."
46,2t,관리자 알림 발송,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/NotificationView/ (inbox only: view/filter/mark-read),NONE for send/compose specifically,AdminNotificationSendPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,,NotificationView,"/admin (nested, overlay)","""알림 발송"" button in NotificationView header - LIVE",frontend/src/pages/AdminDashboard/views/NotificationView/NotificationView.tsx (overlay state),MongleAppShell > AdminLayout,"CANONICAL_SINGLE_SOURCE_CONFIRMED (existing canonical Screen imported directly, unmodified)",N/A (no prior feature existed for this specific action),"DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture, no send API)",MUTATION_WIRING_PENDING (no backend API for this sub-feature),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Confirmed real content gap: existing view purpose (read inbox) differs from canonical 2t purpose (compose+send) — not just a missing route. AdminNotificationSendScreen (existing canonical Screen, unmodified) wired as a real overlay via a new header button."
47,2u,일정 상세,FAMILY_CONTEXT,NONE (empty scaffold),NONE,ScheduleDetailPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,INLINE_OVERLAY,1g,FamilyScheduleScreen (1g),/family/schedule (overlay),Selecting an event in FamilyScheduleScreen (1g) - LIVE,frontend/src/features/family-schedule/FamilySchedulePage.tsx (view state),MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),PARTIAL (real event title flows through selected event),MUTATION_WIRING_PENDING (no schedule/album/todo API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/ScheduleDetail) - this pass added the real trigger and container wiring only.
48,2v,앨범 업로드 진행,FAMILY_CONTEXT,NONE (empty scaffold),NONE,AlbumUploadProgressPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,1h,FamilyAlbumScreen (1h),/family/album (overlay),'+ 사진 올리기' button in FamilyAlbumScreen (1h) - LIVE,frontend/src/features/family-album/FamilyAlbumPage.tsx (view state),MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no schedule/album/todo API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/AlbumUploadProgress) - this pass added the real trigger and container wiring only.
49,2w,가족 초대 수락,FAMILY_CONTEXT,NONE (new),NONE,FamilyInviteAcceptancePreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,PAGE_LOCAL_STATE,,OnboardingFlowPage (1r),/onboarding (alternate branch),"""이미 초대 코드가 있어요"" button on OnboardingScreen (1r) - LIVE",frontend/src/features/family-onboarding/OnboardingFlowPage.tsx,MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted/imported, both container and detached preview consume it)","N/A (frontend/src/features/family-onboarding/ was an empty scaffold, no prior product view existed)",DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture — no invite-code lookup API; a real deep-link entry (e.g. /onboarding?invite=CODE) is W7.5 scope),MUTATION_WIRING_PENDING (no family-create/PIN-save API exists),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"FamilyInviteAcceptanceScreen (existing canonical Screen, unmodified) wired as an alternate branch of OnboardingFlowPage, reached via the source mockup's own ""이미 초대 코드가 있어요"" secondary button. ROOT_OF per Ownership Matrix (not CHILD_OF 1r) but shares the same container/route since both are entry points into the same family-onboarding scaffold."
50,2x,미션 통계 대시보드,ADMIN_DASHBOARD,frontend/src/pages/AdminDashboard/views/DashboardView/,"MissionRanking/WeeklyActivityChart components, real API",MissionStatisticsDashboardPreview,CANONICAL_MAPPING_COMPLETE,KEEP_EXISTING_AS_CANONICAL,ALREADY_PRODUCT_BOUND,2i,DashboardView (2i),/admin (nested),AdminDashboard Sidebar/MobileDrawer nav - LIVE (pre-existing),frontend/src/pages/AdminDashboard/views/DashboardView/,MongleAppShell > AdminLayout,NOT_UNIFIED_BY_DESIGN (real admin view is the product-facing implementation; canonical Screen remains the frozen W7.3 visual reference for the detached preview only - same reasoning as 1b/1c/1d),EXISTING_DATA_BEHAVIOR_PRESERVED (untouched),ALREADY_WIRED (real),ALREADY_WIRED (real),DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"KEEP_EXISTING_AS_CANONICAL: real AdminDashboard component (frontend/src/pages/AdminDashboard/views/DashboardView/) already provides equivalent functionality independently of the W7.3 canonical mockup track, with real backend logic the mockup does not represent. Same no-reskin reasoning as 1b/1c/1d."
